1062;Zambrana;60,53;58,85;58,59;56,5;53,9;50,28;38,99;30,81;31,45
48905;Zamudio;60,85;60,28;60,32;59,63;58,79;58,31;48,05;35,94;34,15
48097;Zaratamo;57,78;56,32;55,3;54,7;53,29;52,13;39,08;31,62;27,86
20079;Zarautz;70,45;69,85;69,07;68,55;67,7;66,19;56,44;45,51;46,27
48024;Zeanuri;69,1;68,35;67,87;66,38;64,76;62,48;56,16;43,16;33,58
48025;Zeberio;65,59;63,87;61,87;60,6;58,54;57,38;47,96;37,1;31,18
20025;Zegama;61,15;61,41;60,06;58,56;57,72;56,18;44,43;30,52;34,14
20026;Zerain;64,16;61,67;59,57;57,5;57,14;51,98;41,59;38,4;26,92
20027;Zestoa;56,89;55,75;55,19;54,24;53,4;52,37;41,18;28,03;28,44
48913;Zierbena;67,45;66,26;66,74;66,13;65,61;61,75;51,74;40,16;34,24
1018;Zigoitia;72,19;71,05;70,43;70,74;69,66;68,42;56,52;50,63;47,24
48915;Ziortza-Bolibar;59,41;58,01;56,87;54,89;53,53;52,6;38,62;0;0
20028;Zizurkil;53,67;53,61;52,68;51,9;50,04;47,92;37,53;31;26,29
1063;Zuia;71,63;70,98;70,75;70,13;68,87;67,42;56,23;50,09;42,48
20081;Zumaia;65,18;64,22;63,27;63,03;62,41;60,71;49,79;39,72;37,59
20080;Zumarraga;54,26;53,37;52,78;52,36;51,7;49,52;40,04;31,02;31
